,Bloque,Tema GSI,Clasificación,Contenido oficial resumido,Temas A1 / PreparaTIC,Cómo usarlo,Relevancia supuesto,Carpeta fuente A1,Mapeo A2→A1,Convocatoria vigente
5,6. Repaso,Reducir cada tema a fichas,Apuntes GSI finales,57 fichas + errores frecuentes,Baterías mixtas,"Arquitectura, seguridad, datos y desarrollo"
,Fuente,URL,Uso
0,BOE — convocatoria GSI A2 vigente,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-26262,Referencia normativa prioritaria para los 57 temas y formato de examen
1,PreparadoresTIC — mapeo A2→A1 (2024),https://preparadorestic.es/2024/07/12/a2-2024-mapeo-temas-estrategia-de-estudio-y-analisis-oep-2022/,Mapa de correspondencias; útil pero debe corregirse cuando discrepa del BOE actual
2,Drive — PUBLICADOS,https://drive.google.com/drive/folders/1ZKWNPMANbzf3bDFxLSjbkEPhiMn2yvl8,Banco A1/PreparaTIC de teoría y materiales por temas
3,Drive — Temario ordenado GSI_A2,https://drive.google.com/drive/folders/1G9vdjdAmcAGdpfchfOm3zutlWLFsd3pP,Estructura creada para el estudio
4,INAP — GSI ingreso libre convocatoria 2025 (examen 23/05/2026),https://sede.inap.gob.es/en/node/734,Fuente oficial del cuestionario y del enunciado del segundo ejercicio más reciente; usar para validar nivel y formato real.
5,MANUALES FINALES GSI A2,ENLACE,CONTENIDO
6,Bloque I — APUNTES COMPLETOS V2.1 REVISADOS (10 temas),https://docs.google.com/document/d/1G4Gpao0ou7tGmBQ1iTLtC2pWcljbIEezmsh5ZHFPXYg/edit,"Organización del Estado y Administración electrónica; versión canónica revisada con normativa consolidada, plazos de test, ENS/ENI, servicios comunes y control de actualidad 24/08/2026."
7,Bloque II — APUNTES COMPLETOS V2.1 REVISADOS (16 temas),https://docs.google.com/document/d/12jkpwzH8m5VoljIVPRi_Ofvqr7I_VBpVNGV0wmHfOFk/edit,"Tecnología básica; versión canónica revisada, amplia, con teoría, comparativas, datos de test, supuesto y control de fuentes/actualidad."
8,Bloque III — APUNTES COMPLETOS V2.1 REVISADOS (15 temas),https://docs.google.com/document/d/1eUTbZtV2Jj1Y8P_pjOP7Tk86chx1r9lPyLwuz3vBCec/edit,"Desarrollo de sistemas; V2.1 ampliada tras auditoría BOE/fuentes: planificación, requisitos, datos/concurrencia, pruebas completas, Java/.NET, web, calidad y accesibilidad."
9,Bloque IV — APUNTES COMPLETOS V2.1 REVISADOS (16 temas),https://docs.google.com/document/d/1FMunz530TBBQnal_ttMprrZVGQ19wLAFksnJgEpd1os/edit,"Sistemas y comunicaciones; V2.1 ampliada y revisada: administración SO/SGBD, operación, almacenamiento/CPD, LAN/WAN/WLAN, seguridad, Internet/IoT, NGN/VoIP, movilidad y videoconferencia."
10,Guía de preparación TEST,https://docs.google.com/document/d/17DoFOoalMRAK8i44tFa5Rrs4VghGaKxkPnvoI52OK7o/edit,"Método de estudio, estrategia de examen, cuaderno de errores, simulacros y prioridades."
11,Guía de preparación SUPUESTO PRÁCTICO,https://docs.google.com/document/d/1gWsAriukf8oHNc8fMjdg3J2ZV_mc4aGJe2ADTUS-Wn8/edit,"Método de 180 minutos, plantilla de respuesta, arquitectura, checklists y rúbrica 30/10/5/5."
,MAPA MAESTRO DE PRÁCTICA ACTIVA — GSI A2 (57 TEMAS),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
0,"Estado 25/08/2026: PA19 añadida. IV.14, IV.15 e IV.16 pasan a práctica directa/dedicada. Ya no queda ningún tema con cobertura parcial ni sin práctica específica: 57/57 tienen cobertura fuerte o dedicada.",,,,,,,,,
1,Cobertura global,Directa/dedicada: 42,Integrada fuerte: 15,Parcial: 0,Sin práctica específica: 0,,,,,
2,Criterio: DIRECTA = cuaderno específico; INTEGRADA FUERTE = varios supuestos aplican el tema; PARCIAL = solo parte del epígrafe; SIN PRÁCTICA = hueco real de práctica activa.,,,,,,,,,
3,,,,,,,,,,
4,Bloque,Tema GSI,Contenido oficial resumido,Práctica principal,Cuaderno / supuesto clave,Prácticas complementarias,Cobertura,Tipo de entrenamiento,Acción / hueco,Enlace principal
5,I,I.01,Constitución: derechos y libertades; Corona,PA14 — Test Bloque I,"Preguntas 1–20: Constitución, derechos, garantías, suspensión y Corona",PA13: aplicación constitucional transversal en supuestos públicos,DIRECTA / DEDICADA,Test jurídico de alta discriminación,Cobertura cerrada; mantener control de vigencia constitucional.,https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
6,I,I.02,"Cortes Generales, Tribunal Constitucional y Defensor del Pueblo",PA14 — Test Bloque I,"Preguntas 21–38: Cortes, Tribunal Constitucional y Defensor del Pueblo",—,DIRECTA / DEDICADA,Test institucional y comparativas,"Cobertura cerrada; repasar mayorías, composición, competencias y diferencias entre órganos.",https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
7,I,I.03,Gobierno y Administración,PA14 — Test Bloque I,"Preguntas 39–54: Gobierno, investidura, confianza, censura, cese y potestad reglamentaria",—,DIRECTA / DEDICADA,Test institucional y procedimientos constitucionales,"Cobertura cerrada; mantener automatizadas mayorías, plazos y diferencias confianza/censura.",https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
8,I,I.04,"Transparencia, gobierno abierto y Agenda 2030",PA14 — Test Bloque I,"Preguntas 55–72: transparencia, acceso, CTBG, gobierno abierto y Agenda 2030/ODS",PA13 S4B: datos abiertos en supuesto,DIRECTA / DEDICADA,Test jurídico + actualidad,Cobertura directa añadida; mantener control de actualidad de planes de gobierno abierto y marco de transparencia.,https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
9,I,I.05,"Igualdad, no discriminación LGTBI y discapacidad",PA14 — Test Bloque I,"Preguntas 73–92: igualdad, violencia de género, no discriminación/LGTBI, discapacidad y dependencia",PA11/PA13: accesibilidad tecnológica como aplicación transversal,DIRECTA / DEDICADA,Test jurídico y diferencias conceptuales,"Cobertura cerrada; mantener norma↔materia y diferencias directa/indirecta, discapacidad/dependencia, diseño universal/ajuste razonable.",https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
10,I,I.06,"Sociedad de la información, agenda digital, identidad y firma, eIDAS y DNIe",PA13 — Simulacros mixtos,"S1A y S4B: identidad, firma y servicios de administración electrónica",PA05: firma/PKI desde seguridad de red,INTEGRADA FUERTE,Supuesto + arquitectura,Añadir mini-banco de eIDAS/DNIe/agenda digital para cerrar la parte memorística.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
11,I,I.07,Protección de datos personales,PA13 — Simulacros mixtos,"S1A, S2B, S3B y S4B: datos personales en distintos contextos",PA05 auditoría/ENS; PA08 privacidad en contact center,INTEGRADA FUERTE,Supuesto + seguridad,Mantener control de actualidad normativa y practicar decisiones de minimización/retención.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
12,I,I.08,"Leyes 39/2015, 40/2015 y EBEP",PA14 — Test Bloque I,"Preguntas 93–120: LPAC, LRJSP y TREBEP; plazos, recursos, competencia y empleo público",PA13 S1A/S4B: procedimiento y tramitación electrónica,DIRECTA / DEDICADA,"Test de plazos, figuras y diferencias jurídicas",Cobertura fuerte; usar PA14 para plazos y diferencias LPAC/LRJSP/TREBEP y PA13 para aplicación en supuesto.,https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
13,I,I.09,"Administración electrónica, datos abiertos, ENS, ENI, NTI y CCN-STIC 800",PA05 — Seguridad,ENS en riesgo/auditoría/arquitectura,"PA13 S1A/S2B/S4B: ENS, ENI y administración electrónica",INTEGRADA FUERTE,Seguridad + supuesto,Añadir preguntas específicas ENI/NTI/CCN-STIC y datos abiertos si se quiere cobertura de test completa.,https://drive.google.com/drive/folders/1Vs1y8O9ZWZZGPxqKtEguZE-DHfSXVc2o
14,I,I.10,"Cooperación en administración electrónica, infraestructuras y servicios comunes",PA14 — Test Bloque I,"Preguntas 121–140: servicios comunes, Red SARA, Cl@ve, firma, DIR3/SIA, SIR/GEISER, PID, INSIDE, DEHú y órganos de cooperación",PA13 S1A/S4B: arquitectura de servicios comunes e integración administrativa,DIRECTA / DEDICADA,Test de servicios + cooperación interadministrativa,Cobertura directa cerrada; incluye ampliación oficial verificada sobre órganos de cooperación/CSAE. Mantener control de actualidad de servicios comunes.,https://drive.google.com/drive/folders/1l6Kx1-ZrncPBFDLP8JCMWZHii9Ov9sTM
15,II,II.01,"Computadores, escalabilidad, altas prestaciones y cloud","PA17 — Computadores, escalabilidad, cloud y sistemas operativos","Preguntas 1–80: CPU, memoria, E/S, almacenamiento, aceleradores, Flynn, UMA/NUMA, mainframe, supercomputación, clúster/grid, scale up/out, elasticidad, HA, RTO/RPO, virtualización, NIST cloud, IaaS/PaaS/SaaS, TCO y reversibilidad",PA13 S1B/S4A: cloud/plataforma escalable · PA04: virtualización/capacidad,DIRECTA / DEDICADA,Test técnico + decisión arquitectónica + casos de plataforma,"Hueco cerrado. Repasar especialmente socket/núcleo/hilo, memoria/caché, Flynn, UMA/NUMA, mainframe vs supercomputador, clúster/grid/cloud, escalabilidad vs elasticidad y HA/RTO/RPO.",https://drive.google.com/drive/folders/1pu0Bpdn0f8ewUSltwnT9gyJb83uSE_bC
16,II,II.02,"Sistemas operativos Windows, Linux, Unix y móviles","PA17 — Computadores, escalabilidad, cloud y sistemas operativos","Preguntas 81–160: procesos/hilos, estados, scheduling, sincronización/deadlock, memoria virtual, paginación/TLB, E/S, sistemas de archivos, kernels, Windows NT, Linux/Unix, hardening, Android/iOS, MDM/UEM y casos integradores",PA04: operación de sistemas · PA13 S3B/S4B: movilidad/UEM,DIRECTA / DEDICADA,Test técnico + diagnóstico + casos comparados de plataforma,"Hueco cerrado. Repasar especialmente proceso vs hilo, concurrencia vs paralelismo, memoria virtual vs física, paginación/segmentación, driver/firmware, Windows/AD, Linux kernel/distribución y sandbox/MDM móvil.",https://drive.google.com/drive/folders/1pu0Bpdn0f8ewUSltwnT9gyJb83uSE_bC
17,II,II.03,Lenguajes y paradigmas de programación,PA07 — Programación y paradigmas,"Cuaderno completo: ejecución, tipado, paradigmas, memoria y concurrencia",—,DIRECTA / DEDICADA,Banco de preguntas + mini-supuestos,Cobertura adecuada; repetir por contraste y trampas.,https://drive.google.com/drive/folders/12BOv__UgeT8tG2i_D7W0iBZzA0ou93L3
18,II,II.04,"BI, cuadros de mando, DSS/EIS, DW, OLTP/OLAP",PA13 — Simulacros mixtos,"S3A: plataforma analítica, DW/OLAP/KPI",PA10: OLAP dentro de III.15,INTEGRADA FUERTE,Caso de arquitectura de datos,Añadir preguntas de DSS/EIS/cuadro de mando si se detectan fallos de test.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
19,II,II.05,"ANSI/SPARC, modelo relacional, SGBD, SQL e interoperabilidad",PA02 — BBDD,"Apoyo conceptual: relacional, SQL, transacciones e índices",PA13 S1A/S2A/S3A/S4B; PA10 para contraste NoSQL,INTEGRADA FUERTE,Ejercicios + supuestos,ANSI/SPARC e interoperabilidad entre gestores requieren repaso de test además de la práctica.,https://drive.google.com/drive/folders/12hMk3qdpiyxyrvCLEyziH7E2-Uri8bSu
20,II,II.06,"Cliente-servidor, multicapa, multidispositivo e interoperabilidad de componentes",PA13 — Simulacros mixtos,"S1A, S2A, S4A y S4B: capas, APIs, servicios e interoperabilidad",PA11 S4/S9/S10: APIs y arquitectura web,INTEGRADA FUERTE,Arquitectura de solución,Cobertura suficiente para supuesto; mantener trampas cliente-servidor/capas/servicios en test.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
21,II,II.07,"Contenedores y microservicios: despliegue, monitorización y escalado",PA13 — Simulacros mixtos,"S4A: contenedores, Kubernetes y microservicios; S1A: decisión microservicios vs modular",PA11 S6: CI/CD y supply chain,INTEGRADA FUERTE,Arquitectura + DevOps,Muy buena para trade-offs; vigilar no convertir Kubernetes en respuesta universal.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
22,II,II.08,"TCP/IP y OSI: capas, protocolos, direccionamiento y routing",PA01 — Redes,"Cuaderno completo: OSI/TCP-IP, subnetting, routing y troubleshooting",PA12 S1/S10; PA13 S1B,DIRECTA / DEDICADA,Problemas + diagnóstico + supuestos,Cobertura fuerte; seguir haciendo subnetting sin apuntes.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
23,II,II.09,"SGML, HTML, XML y lenguajes de script","PA18 — HTML, XML, scripts, contenidos, búsqueda y SEO","Preguntas 1–80: SGML/HTML, semántica, XML bien formado/válido, DTD/XSD, namespaces, XPath/XSLT, XHTML/JSON, scripts, DOM, XSS/CSRF/CSP, validación y casos de integración",PA08: VoiceXML/XML · PA11: HTML/web · PA07: scripting como contexto,DIRECTA / DEDICADA,Test técnico + reconocimiento + casos web/XML,"Hueco cerrado. Repasar especialmente HTML ≠ XML, bien formado ≠ válido, DTD vs XSD, namespace/prefijo, XPath vs XSLT, XHTML, scripting y seguridad cliente/servidor.",https://drive.google.com/drive/folders/175Ch7FcBfo6cPSo50dfNuYTNFQkIsOaO
24,II,II.10,Análisis y gestión de riesgos,PA05 — Seguridad,"Partes A/F: MAGERIT/PILAR, tratamiento y casos",PA12 S3/S10; PA13 varios casos,DIRECTA / DEDICADA,Riesgo + supuestos,Cobertura adecuada.,https://drive.google.com/drive/folders/1Vs1y8O9ZWZZGPxqKtEguZE-DHfSXVc2o
25,II,II.11,"Auditoría informática: ENS, datos y seguridad física",PA05 — Seguridad,"Parte B: auditoría, evidencia, muestreo, ENS/privacidad/física",PA13 S2B; PA12 CPD como contexto físico,DIRECTA / DEDICADA,Auditoría + caso,Cobertura fuerte; mantener diferenciación auditoría/pentest/operación.,https://drive.google.com/drive/folders/1Vs1y8O9ZWZZGPxqKtEguZE-DHfSXVc2o
26,II,II.12,"Atención al usuario, contact center, CRM, IVR y VoiceXML",PA08 — Contact center,"Cuaderno completo: CRM, ACD, CTI, IVR, VoiceXML, KPI y capacidad",PA13 S3B,DIRECTA / DEDICADA,Banco + cálculos + supuestos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1Bkro9TR7_Uefgy5XLc4iNUphSu1-gaQL
27,II,II.13,"Seguridad, ciberseguridad, incidentes y forense",PA05 — Seguridad,"Incidentes, SOC, EDR/SIEM, ransomware y forense",PA12 S3/S7/S10; PA13 S2B,DIRECTA / DEDICADA,Incidentes + forense + supuestos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1Vs1y8O9ZWZZGPxqKtEguZE-DHfSXVc2o
28,II,II.14,"Software libre/propietario, licencias, protección jurídica y DRM","PA16 — Licencias, software libre/propietario, protección jurídica y DRM","Preguntas 1–160: libre/propietario/open source, MIT/BSD/Apache-2.0, GPL/LGPL/AGPL, EUPL, compatibilidad, TRLPI, interoperabilidad, patentes/marcas/secretos, DRM, SBOM, TCO, lock-in y contratación",PA13 S4A: supply chain y modernización como refuerzo complementario,DIRECTA / DEDICADA,"Test activo + casos de licencia, cumplimiento y decisión contractual","Hueco cerrado. Repasar especialmente libre ≠ gratuito, permisiva ≠ copyleft, GPL/LGPL/AGPL, EUPL/compatibilidad, TRLPI, límites de interoperabilidad, licencia ≠ DRM y gobernanza SBOM/SAM.",https://drive.google.com/drive/folders/1WO6kl9l9aOF-y0ynRwK3EVm09jCY-N2V
29,II,II.15,"Alternativas, viabilidad, presupuestación y control de costes",PA03 — Gestión de proyectos,"Cuaderno completo: alternativas, PERT/CPM, EVM, TCO, VAN, TIR y costes",PA13 S1A/S1B/S2A/S4A,DIRECTA / DEDICADA,Problemas + decisión económica,Cobertura fuerte; mantener cálculos con interpretación.,https://drive.google.com/drive/folders/1CLv5ZKh6tvr3kdJDH5K2VCIu3VETLJsP
30,II,II.16,"Gestión documental/contenidos, workflow, búsqueda, SEO y colaboración","PA18 — HTML, XML, scripts, contenidos, búsqueda y SEO","Preguntas 81–160: DMS/CMS/ECM, metadatos, versionado, retención, taxonomías/ontologías, RSS/Atom, workflow/BPM/BPMN, crawling/indexación/ranking, robots.txt, sitemap, SEO/SEM, colaboración, redes sociales y gobierno",PA13 S1A/S4B: documental/workflow · PA11: workflow · PA08: conocimiento,DIRECTA / DEDICADA,Test técnico + decisión documental + casos de publicación/búsqueda,"Hueco cerrado. Repasar especialmente DMS/CMS/ECM, versionado vs backup, taxonomía/folksonomía, RSS/Atom, workflow/BPM, crawler/index/ranking, precision/recall, robots.txt, sitemap, SEO/SEM y gobierno colaborativo.",https://drive.google.com/drive/folders/175Ch7FcBfo6cPSo50dfNuYTNFQkIsOaO
31,III,III.01,Ciclo de vida de los sistemas de información,PA13 — Simulacros mixtos,S1A/S4A/S4B: ciclo desde requisitos hasta retirada/operación,PA11: implantación y recepción en varios casos,INTEGRADA FUERTE,Supuesto de ciclo completo,Añadir mini-preguntas de elección de modelo si se confunden cascada/V/incremental/espiral.,https://drive.google.com/drive/folders/1afbuJ_5FLGB5bPZW2-09GJyS9ZarFwuG
32,III,III.02,Gestión y planificación del desarrollo; metodologías,PA03 — Gestión de proyectos,"Planificación, WBS/PERT/CPM y metodologías",PA13 S2A; PA11 gobierno implícito,DIRECTA / DEDICADA,Problemas + planificación,Cobertura fuerte.,https://drive.google.com/drive/folders/1CLv5ZKh6tvr3kdJDH5K2VCIu3VETLJsP
33,III,III.03,"Requisitos: elicitación, análisis y especificación",PA11 — Supuestos integradores desarrollo,"S1/S2/S9/S10: requisitos, legado y tramitación",PA13 S1A/S2A/S4B; PA11 V1 histórico conserva casos complementarios,INTEGRADA FUERTE,Supuestos de requisitos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
34,III,III.04,"Modelado de datos, diseño relacional, normalización y concurrencia",PA02 — BBDD,Cuaderno completo de modelado/normalización/concurrencia,PA11 S2/S3/S9; PA13 S2A/S3A/S4B; PA11 V1 histórico: migración legacy,DIRECTA / DEDICADA,Problemas + modelo + concurrencia,Cobertura muy fuerte.,https://drive.google.com/drive/folders/12hMk3qdpiyxyrvCLEyziH7E2-Uri8bSu
35,III,III.05,"TAD, estructuras, ficheros, algoritmos e IA básica",PA06 — Algoritmos y TAD,"Cuaderno completo: estructuras, complejidad, grafos, estrategias, ficheros e IA",PA13 S3A: IA/minería como aplicación,DIRECTA / DEDICADA,Ejercicios + elección algorítmica,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1Q519jBDNPJ1pmSf1xs-ZwibffBHUMMUn
36,III,III.06,"Construcción, código, despliegue, CI/DevOps, documentación y formación",PA11 — Supuestos integradores desarrollo,"S1/S4/S6/S8/S9: construcción, CI/CD, documentación y recepción",PA13 S1A/S4A; PA03 para planificación,INTEGRADA FUERTE,DevOps + supuesto,"Cobertura fuerte; documentación/formación deben aparecer también, no solo pipeline.",https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
37,III,III.07,Pruebas de software,PA11 — Supuestos integradores desarrollo,Prácticamente todos S1-S10; estrategia de pruebas transversal,PA13 en los 8 casos; PA05/PA12 para pruebas de procedimientos/recuperación,INTEGRADA FUERTE,Estrategia de pruebas en supuestos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
38,III,III.08,"Instalación, gestión de cambios, postimplantación y mantenimiento",PA11 — Supuestos integradores desarrollo,"S1/S2/S8/S9/S10: instalación, sustitución, recepción y postimplantación",PA13 S1A/S2A/S4A/S4B; PA11 V1 histórico: migración legacy,INTEGRADA FUERTE,Implantación + migración,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
39,III,III.09,"Orientación a objetos, Proceso Unificado, UML y patrones",PA11 — Supuestos integradores desarrollo,S1/S2/S4/S7/S9/S10: OO/UML/patrones aplicados,PA13 S1A/S4A como arquitectura,INTEGRADA FUERTE,Diseño + patrones,Añadir repaso de notación UML/UP para preguntas puramente conceptuales.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
40,III,III.10,Java / Jakarta EE,PA15 — .NET + comparación Jakarta EE/.NET,"Preguntas 121–140 + 141–160: CDI, REST, Persistence, Transactions, Security, perfiles, runtimes y comparación arquitectónica",PA13: modernización Java en contenedores · PA07: Java lenguaje/runtime,DIRECTA / DEDICADA,Test técnico comparativo + casos de arquitectura,"Cobertura dedicada completada en PA15; mantener repaso de versiones/perfiles y diferencias Persistence/JDBC, CDI/DI y runtimes.",https://drive.google.com/drive/folders/1Gf1YsZSjBpV535n6rBOVh0dPiiXsGuAy
41,III,III.11,Plataforma .NET,PA15 — .NET + comparación Jakarta EE/.NET,"Preguntas 1–120 + 141–160: .NET moderno, CLR/CTS/CLS, IL/JIT/AOT, C#, LINQ, ASP.NET Core, ADO.NET/EF Core, seguridad, despliegue y observabilidad",PA07: C#/.NET como lenguaje/runtime,DIRECTA / DEDICADA,Test técnico + diagnóstico + casos de plataforma,"Hueco cerrado. Repasar especialmente CLR/CTS/CLS, ADO.NET vs EF Core, OAuth2/OIDC, middleware, publicación y seguridad.",https://drive.google.com/drive/folders/1Gf1YsZSjBpV535n6rBOVh0dPiiXsGuAy
42,III,III.12,"Aplicaciones web: front, servidor, servicios e internacionalización",PA11 — Supuestos integradores desarrollo,"S1/S3/S4/S5/S9/S10: web, APIs, seguridad y multidispositivo",PA13 S1A/S2A/S3B/S4A/S4B; PA11 V1 histórico: portal accesible/multilingüe,INTEGRADA FUERTE,Arquitectura web,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
43,III,III.13,Calidad del software,PA09 — Calidad software,Cuaderno completo ISO/SQuaRE/métricas,PA11 S3/S6/S7/S8/S9; PA13 S3A/S4A,DIRECTA / DEDICADA,Ficha + preguntas + aplicación,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1t-Lyr2GaU3t4jsDkhLy8GP4QZwEZBjqs
44,III,III.14,"Accesibilidad, usabilidad, UX y guía de comunicación digital",PA11 — Supuestos integradores desarrollo,S1/S3/S5/S8/S9/S10: accesibilidad/UX en contexto,PA13 S1A/S3B/S4B; PA11 V1 histórico: portal accesible/multilingüe,INTEGRADA FUERTE,Supuestos + criterios de aceptación,Cobertura fuerte; mantener control de actualidad WCAG/EN 301 549/AGE.,https://drive.google.com/drive/folders/1MKlsipMvGMn_JvkArX-kJSbz7LroTKyG
45,III,III.15,"Minería de datos, OLAP, Big Data, Hadoop y NoSQL","PA10 — Datos, Big Data y NoSQL","Cuaderno completo: minería, OLAP, Hadoop, Spark/entornos similares y NoSQL",PA13 S3A,DIRECTA / DEDICADA,Casos de elección + arquitectura de datos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1oL-iPIaoU0Ex3drkKWuiyd3w-Z0lEKhY
46,IV,IV.01,Administración de sistemas operativos y software base,PA04 — Operación de sistemas,"Cuaderno IV.01-IV.06: administración, diagnóstico y operación",PA12 S4/S9/S10; PA13 S1B,DIRECTA / DEDICADA,Diagnóstico + supuesto operativo,Cobertura fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
47,IV,IV.02,Administración de SGBD,PA04 — Operación de sistemas,Administración de SGBD dentro del cuaderno operativo,PA02 apoyo operativo; PA12 S4/S6/S9/S10; PA13 S1B,DIRECTA / DEDICADA,DBA + diagnóstico,Cobertura fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
48,IV,IV.03,"Mantenimiento, incidencias, backup y recuperación",PA04 — Operación de sistemas,"Mantenimiento, incidencias, backup/restore y RPO/RTO",PA12 S2/S3/S9/S10; PA13 S1B/S2B/S4A,DIRECTA / DEDICADA,Backup/restore + incidentes,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
49,IV,IV.04,"Configuración, cambios, versiones, automatización, monitorización y capacidad",PA04 — Operación de sistemas,"Configuración, cambios, automatización, observabilidad y capacidad",PA12 S2/S4/S7/S9/S10; PA13 varios,DIRECTA / DEDICADA,Operación + observabilidad,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
50,IV,IV.05,"Almacenamiento: arquitectura, protocolos y virtualización",PA04 — Operación de sistemas,"Storage, rendimiento y capacidad",PA12 S2/S4/S6/S9/S10; PA13 S1B/S3A,DIRECTA / DEDICADA,Storage + dimensionamiento,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
51,IV,IV.06,"CPD: dimensionamiento, virtualización, HA, balanceo y recuperación",PA04 — Operación de sistemas,"CPD, virtualización, HA, balanceo y DR",PA12 S2/S6/S9/S10; PA13 S1B/S4A,DIRECTA / DEDICADA,Arquitectura + DR,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1bU_uXEeLjkeCT4AoaaB8fpP1b5p2-BmG
52,IV,IV.07,Medios de transmisión y cableado,PA01 — Redes,Medios/cableado dentro del ámbito del cuaderno,PA12 S5: cableado estructurado de nueva sede,DIRECTA / DEDICADA,Diseño físico + red,PA12 S5 es el supuesto más útil para fijar cableado.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
53,IV,IV.08,Redes LAN,PA01 — Redes,"Parte D: Ethernet, VLAN, switching, STP/LACP/802.1X",PA12 S5/S8/S10; PA13 S1B/S3B,DIRECTA / DEDICADA,LAN + troubleshooting,Cobertura fuerte.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
54,IV,IV.09,"Administración LAN: usuarios, dispositivos, tráfico y SNMP",PA01 — Redes,Administración/troubleshooting y SNMP,PA12 S1/S5/S9/S10; PA13 S1B/S2B,DIRECTA / DEDICADA,Administración + diagnóstico,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
55,IV,IV.10,"WAN: WDM, MPLS, SD-WAN y encaminamiento",PA01 — Redes,"Routing/WAN: OSPF, BGP, MPLS, SD-WAN",PA12 S1/S10; PA13 S1B/S3B,DIRECTA / DEDICADA,WAN + diseño,WDM tiene menos práctica que MPLS/SD-WAN/routing; reforzar si aparece débil en test.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
56,IV,IV.11,Redes inalámbricas,PA01 — Redes,Wi-Fi: diagnóstico y diseño dentro del ámbito,PA12 S5/S10; PA13 S3B,DIRECTA / DEDICADA,WLAN + troubleshooting,Añadir preguntas de normativa/CNAF a la práctica de test; la parte operativa está bien cubierta.,https://drive.google.com/drive/folders/1Ws7xFXLPGjrvP__lUyp9uUO_ALSGe48U
57,IV,IV.12,"Seguridad de red, perímetro, acceso, criptografía, VPN y puesto",PA05 — Seguridad,"Parte C: perímetro, AAA, cripto, PKI, VPN y endpoint",PA01 seguridad de red; PA12 múltiples; PA13 S1B/S2B/S3B/S4B,DIRECTA / DEDICADA,Seguridad defensiva + supuestos,Cobertura muy fuerte.,https://drive.google.com/drive/folders/1Vs1y8O9ZWZZGPxqKtEguZE-DHfSXVc2o
